name,first_name,last_name,price,above_100
Jason Harris,Jason,Harris,151.4305855,true
Danielle Hill,Danielle,Hill,179.8454001,true
Seth Freeman,Seth,Freeman,224.5526336,true
Joseph Davis,Joseph,Davis,97.09676869,false
Sonya Reyes,Sonya,Reyes,209.9855308,true
Michael Castro,Michael,Castro,243.1786308,true
Jonathan Collins,Jonathan,Collins,101.4620676,true
Eric Hayes,Eric,Hayes,279.9732949,true
Eric Moore,Eric,Moore,77.4205876,false
Veronica Estes,Veronica,Estes,270.8232516,true
Timothy Aguilar,Timothy,Aguilar,133.1135532,true
Taylor Hunt,Taylor,Hunt,138.2042127,true
Michael Clarke,Michael,Clarke,128.9532357,true
Cheryl Morse,Cheryl,Morse,275.7612746,true
Jose Page,Jose,Page,184.058919,true
Matthew Kramer,Matthew,Kramer,265.3917788,true
Regina Barrera,Regina,Barrera,185.2134145,true
Dr. Sean George,Sean,George,53.76304189,false
Cody Hernandez,Cody,Hernandez,180.9265991,true
Hunter Smith,Hunter,Smith,175.2181525,true
Andrea Burke,Andrea,Burke,256.3026305,true
Elizabeth Patterson,Elizabeth,Patterson,290.1129725,true
Austin Rhodes,Austin,Rhodes,158.1182472,true
Maurice Thompson,Maurice,Thompson,224.1265422,true
Richard Martinez,Richard,Martinez,86.96423972,false
Brian Hernandez,Brian,Hernandez,42.67025555,false
Samantha Shields,Samantha,Shields,149.8952175,true
Joseph Walker,Joseph,Walker,282.0494042,true
Tracy Hernandez,Tracy,Hernandez,215.0596081,true
Vicki Fox,Vicki,Fox,41.51250582,false
Louis Campos,Louis,Campos,277.9062585,true
Justin Scott,Justin,Scott,208.0660064,true
Megan Vaughn,Megan,Vaughn,289.9564106,true
Mary Hughes,Mary,Hughes,15.21373926,false
Anita Fleming,Anita,Fleming,58.24742383,false
Alyssa Melendez,Alyssa,Melendez,273.6593194,true
Joshua Foster DDS,Joshua,Foster,253.4093833,true
Lisa Smith,Lisa,Smith,203.9611381,true
Kathy Lee,Kathy,Lee,265.446304,true
Bethany Park,Bethany,Park,233.6891667,true
Joshua Butler,Joshua,Butler,239.8213879,true
Danielle Potter,Danielle,Potter,204.5385362,true
Kenneth Robinson,Kenneth,Robinson,152.7840745,true
Eric Pineda,Eric,Pineda,111.0479315,true
James Dorsey,James,Dorsey,68.90463624,false
Michael Miller,Michael,Miller,129.6049475,true
Danielle Martinez,Danielle,Martinez,45.94938674,false
Gary Young,Gary,Young,212.2982372,true
Lisa Decker,Lisa,Decker,275.7158848,true
Kayla Randolph,Kayla,Randolph,232.8220215,true
Peggy Thompson,Peggy,Thompson,124.4664752,true
Alex Cooper,Alex,Cooper,170.205336,true
Joanne Wilson,Joanne,Wilson,229.6136723,true
Maria Adams,Maria,Adams,141.7128665,true
Julie Horton,Julie,Horton,276.5816247,true
Jeffrey Galvan,Jeffrey,Galvan,210.5061915,true
Christopher Johnson,Christopher,Johnson,268.63027,true
Jennifer Arias,Jennifer,Arias,59.59468056,false
Jocelyn Bell,Jocelyn,Bell,84.95454821,false
Eric Brown,Eric,Brown,133.4007225,true
Devon Wright,Devon,Wright,29.21576875,false
Rodney Robles,Rodney,Robles,158.9838923,true
Kara Austin,Kara,Austin,271.4672561,true
Jeffrey Tanner,Jeffrey,Tanner,203.7433126,true
Shaun Nunez,Shaun,Nunez,153.1987664,true
Daniel Mccall,Daniel,Mccall,143.271503,true
Frank Owen,Frank,Owen,233.2015374,true
Beth Johnson,Beth,Johnson,128.7923576,true
Joshua Clark,Joshua,Clark,190.9113668,true
Gary Jones,Gary,Jones,52.3166247,false
Nancy Brown,Nancy,Brown,115.9584052,true
Megan Roach,Megan,Roach,18.68239346,false
Lucas Ross,Lucas,Ross,221.1269463,true
Jerry Tucker,Jerry,Tucker,29.95199198,false
Timothy Robles,Timothy,Robles,76.08225475,false
Christopher Goodwin,Christopher,Goodwin,78.12233209,false
Philip Wilson,Philip,Wilson,22.8431316,false
Carrie Davis,Carrie,Davis,295.0481315,true
Michael Daniel,Michael,Daniel,229.951577,true
Bryan Valenzuela,Bryan,Valenzuela,236.1493796,true
Mrs. Robin Garner,Robin,Garner,79.14737521,false
Angel Thompson,Angel,Thompson,284.7302014,true
Christopher Morgan,Christopher,Morgan,216.0131402,true
Brittany Walker,Brittany,Walker,163.1107737,true
Shelby Mann,Shelby,Mann,110.9021852,true
Jodi Wells,Jodi,Wells,44.01734436,false
Terri Gibson,Terri,Gibson,92.36081224,false
Vanessa Hernandez,Vanessa,Hernandez,105.2534499,true
Maria Russell,Maria,Russell,114.1452708,true
Stacy Moses,Stacy,Moses,126.6504703,true
Amanda Schneider,Amanda,Schneider,288.471694,true
Catherine Lopez,Catherine,Lopez,182.0171244,true
Amanda White,Amanda,White,12.31889758,false
Karina Spencer,Karina,Spencer,128.1490023,true
Deborah Warren,Deborah,Warren,139.7675022,true
Erica Dixon,Erica,Dixon,168.6031566,true
Barbara Gray,Barbara,Gray,140.7466665,true
Deanna Watson,Deanna,Watson,264.5411986,true
Michael Cox,Michael,Cox,136.7864833,true
Amy Myers,Amy,Myers,92.16016851,false
Patrick Hunter,Patrick,Hunter,170.4134515,true
Marvin Murphy,Marvin,Murphy,212.4152504,true
Janice Graves,Janice,Graves,223.7037682,true
Brooke Pierce,Brooke,Pierce,171.9383085,true
Adam Wells,Adam,Wells,280.2602417,true
Amanda Atkins,Amanda,Atkins,283.4268495,true
Gary Ruiz,Gary,Ruiz,132.504823,true
Tina Wallace,Tina,Wallace,72.91326395,false
Casey Oconnell,Casey,Oconnell,16.79606077,false
Nancy Mendoza,Nancy,Mendoza,281.3890295,true
Luis Nguyen,Luis,Nguyen,34.19827441,false
William Graves,William,Graves,111.5016422,true
Sean Brennan,Sean,Brennan,269.2286668,true
Matthew Sellers,Matthew,Sellers,53.50349547,false
Dorothy Bradley,Dorothy,Bradley,199.459603,true
Haley Flores,Haley,Flores,252.2914062,true
Melissa Johnson,Melissa,Johnson,32.70467677,false
Samuel Tran,Samuel,Tran,199.8864146,true
Amanda Patterson,Amanda,Patterson,49.03325819,false
Albert Roach,Albert,Roach,183.3743011,true
Jamie Huffman,Jamie,Huffman,36.83993962,false
James Hamilton,James,Hamilton,265.6302103,true
Joseph Bird,Joseph,Bird,18.06044758,false
Sarah Contreras,Sarah,Contreras,141.4141417,true
Joshua House,Joshua,House,65.77031576,false
Tamara Molina,Tamara,Molina,255.2535664,true
Max Maxwell,Max,Maxwell,240.0443014,true
Jason Daniels,Jason,Daniels,269.6365982,true
Jordan Coleman,Jordan,Coleman,250.0974184,true
Jasmine Jones,Jasmine,Jones,33.93281405,false
Jessica Garcia,Jessica,Garcia,231.8803086,true
Aaron George,Aaron,George,138.812708,true
Chelsey Anderson,Chelsey,Anderson,41.35053236,false
Rebecca Perez,Rebecca,Perez,146.2313884,true
Duane Thompson,Duane,Thompson,75.06433497,false
Curtis Clayton,Curtis,Clayton,138.0563371,true
George Gonzalez,George,Gonzalez,221.5737986,true
Casey Ford,Casey,Ford,94.18806784,false
Margaret Johnston,Margaret,Johnston,61.24599434,false
Eric Mcclure,Eric,Mcclure,238.8775355,true
Nathan Taylor,Nathan,Taylor,4.820334075,false
Kayla Parker,Kayla,Parker,222.3600766,true
Doris Obrien,Doris,Obrien,206.9493221,true
Brooke Taylor,Brooke,Taylor,34.74615015,false
Kathryn Garrett,Kathryn,Garrett,266.1885038,true
John Cruz,John,Cruz,205.1406652,true
Christina Cannon,Christina,Cannon,98.5941474,false
Susan Lewis,Susan,Lewis,269.3323662,true
Pamela Sanchez,Pamela,Sanchez,193.7780783,true
Ms. Stacey Wiley DDS,Stacey,Wiley,200.3904296,true
Melissa Johnson DDS,Melissa,Johnson,201.4509484,true
Lori Morris,Lori,Morris,38.0476094,false
Daniel Soto,Daniel,Soto,225.1621402,true
Karl Davis,Karl,Davis,92.08925112,false
Lisa Graves,Lisa,Graves,122.8564118,true
Eric Ray,Eric,Ray,178.344085,true
Mark Garcia,Mark,Garcia,229.2470277,true
Allison Alvarez,Allison,Alvarez,275.3024614,true
Rachel Williams,Rachel,Williams,44.81715456,false
Linda Mitchell,Linda,Mitchell,47.44468727,false
David Shelton,David,Shelton,158.7084813,true
Vanessa Long,Vanessa,Long,121.744973,true
Misty Martin,Misty,Martin,176.9310069,true
Daniel Gregory,Daniel,Gregory,132.8910493,true
Mitchell Jones,Mitchell,Jones,253.9716803,true
Dawn Scott,Dawn,Scott,246.036131,true
Emily Horn,Emily,Horn,287.4666523,true
Catherine George,Catherine,George,14.61491995,false
Hunter Carlson,Hunter,Carlson,218.0977601,true
Thomas Baldwin,Thomas,Baldwin,275.4145594,true
Amy Sellers,Amy,Sellers,91.87350268,false
Alicia Clark,Alicia,Clark,241.5859155,true
Sara Lewis,Sara,Lewis,158.863849,true
Ashley Lopez,Ashley,Lopez,77.89293291,false
Terry Alvarado,Terry,Alvarado,161.9498178,true
Danielle Sandoval,Danielle,Sandoval,83.13645641,false
Jesse Jones,Jesse,Jones,214.8029616,true
Lisa Hess,Lisa,Hess,133.2037916,true
Christina Mason,Christina,Mason,284.4863867,true
Mary Bell,Mary,Bell,32.08889594,false
Martin Ramirez,Martin,Ramirez,1.10921244,false
Stacy Smith,Stacy,Smith,161.8260635,true
Carla Rodriguez,Carla,Rodriguez,113.1454481,true
Johnny Stout,Johnny,Stout,134.002236,true
Mrs. Jennifer Rodriguez,Jennifer,Rodriguez,256.0154481,true
Michelle Thompson,Michelle,Thompson,196.6754605,true
Lisa Lyons,Lisa,Lyons,148.9559785,true
Michael Coleman,Michael,Coleman,262.2090763,true
Lindsey Williams,Lindsey,Williams,99.95620763,false
Karen Hoffman,Karen,Hoffman,186.1046153,true
Jenny Jones,Jenny,Jones,189.5577104,true
Steven Knight,Steven,Knight,282.995761,true
Michael Franklin,Michael,Franklin,116.8742571,true
Mason Ross DDS,Mason,Ross,235.5549236,true
Terry Levine,Terry,Levine,151.5220714,true
Catherine Fletcher,Catherine,Fletcher,36.59268024,false
Deanna Jones,Deanna,Jones,196.9406069,true
Christopher Mitchell,Christopher,Mitchell,22.42047146,false
John Owens,John,Owens,191.4434257,true
Stephanie Davis,Stephanie,Davis,287.1991494,true
Joseph Ford,Joseph,Ford,264.9354841,true
Matthew Russell,Matthew,Russell,141.2492947,true
Danielle Burke,Danielle,Burke,75.90363417,false
Stephanie Cunningham,Stephanie,Cunningham,220.9939809,true
Brian Proctor,Brian,Proctor,263.6358197,true
Michael Swanson,Michael,Swanson,291.5713603,true
Daniel Santos,Daniel,Santos,49.26348169,false
April Hoffman,April,Hoffman,203.4855796,true
Stephanie Thomas,Stephanie,Thomas,249.666722,true
Brianna Garcia,Brianna,Garcia,183.3322335,true
Shannon Berger,Shannon,Berger,125.2597844,true
Mrs. Kathleen Mays,Kathleen,Mays,238.1656066,true
Michelle Park,Michelle,Park,150.4001203,true
Laura Reynolds,Laura,Reynolds,20.08924577,false
Ashley Kaiser,Ashley,Kaiser,218.399504,true
Reginald Owens,Reginald,Owens,46.55328685,false
Michael Conway,Michael,Conway,84.09316114,false
Sheila Pham,Sheila,Pham,5.713231688,false
Christie Smith,Christie,Smith,70.21735457,false
Allison Carroll,Allison,Carroll,27.65684629,false
Donna Perez,Donna,Perez,187.3279401,true
Sierra Richmond,Sierra,Richmond,299.4492042,true
Steven Wallace,Steven,Wallace,173.0025685,true
Jeremy Thompson,Jeremy,Thompson,106.6102612,true
Jennifer Mccormick,Jennifer,Mccormick,142.7564741,true
Eric Garcia,Eric,Garcia,27.56450393,false
Matthew Beasley,Matthew,Beasley,248.9927372,true
Jason Robinson,Jason,Robinson,249.4550365,true
Vicki Espinoza,Vicki,Espinoza,285.9638855,true
Steven Snyder,Steven,Snyder,182.0351514,true
Michelle Randolph,Michelle,Randolph,70.72106315,false
Michelle Francis,Michelle,Francis,10.01541777,false
Steven Baker,Steven,Baker,293.7505039,true
Zachary Johnson,Zachary,Johnson,36.97003142,false
Marc Velasquez,Marc,Velasquez,174.3901749,true
John Carr,John,Carr,50.11746076,false
Kimberly Castillo,Kimberly,Castillo,243.873678,true
Jay Lopez,Jay,Lopez,286.8001088,true
Amanda Bridges,Amanda,Bridges,81.85722081,false
Jessica Swanson,Jessica,Swanson,60.96199005,false
Jose Gonzalez,Jose,Gonzalez,77.84428182,false
Teresa Wright DVM,Teresa,Wright,67.20289619,false
Michael Gutierrez,Michael,Gutierrez,185.8465011,true
Hannah Marshall,Hannah,Marshall,251.8797929,true
Janice Davis,Janice,Davis,290.3767318,true
Jessica Crawford,Jessica,Crawford,254.2161442,true
Brian Bean,Brian,Bean,293.1768543,true
Edward Perez,Edward,Perez,217.694778,true
Adam Miller,Adam,Miller,49.28081579,false
Veronica Gray,Veronica,Gray,140.9945255,true
Linda Turner,Linda,Turner,238.5612942,true
Debra Roberts,Debra,Roberts,69.38949206,false
David Sampson,David,Sampson,77.05304682,false
Sarah Cochran,Sarah,Cochran,138.6132102,true
Regina Holland,Regina,Holland,151.2011694,true
Mario Ortiz,Mario,Ortiz,27.08442817,false
Maria Gonzalez,Maria,Gonzalez,164.6440389,true
Albert Perez,Albert,Perez,163.1980752,true
Daisy Mccarthy,Daisy,Mccarthy,87.96439172,false
Anna Leonard,Anna,Leonard,75.54719134,false
Catherine Mosley,Catherine,Mosley,188.3490593,true
April Miranda,April,Miranda,82.64651651,false
Michael Walker,Michael,Walker,288.9294858,true
Abigail Lam,Abigail,Lam,255.3722151,true
Alan Graham,Alan,Graham,92.78682106,false
Jennifer Diaz,Jennifer,Diaz,77.85479921,false
Sean Rogers,Sean,Rogers,186.3926468,true
Anthony Jackson,Anthony,Jackson,200.012596,true
William Taylor,William,Taylor,117.9694277,true
Richard Robinson,Richard,Robinson,200.9108703,true
Nicholas Barnes,Nicholas,Barnes,219.4003858,true
Brittany Austin,Brittany,Austin,233.7352503,true
Robin Schmidt,Robin,Schmidt,96.69826813,false
Kendra Monroe,Kendra,Monroe,226.0007767,true
Nancy Grant,Nancy,Grant,23.79829866,false
Nicole Grant,Nicole,Grant,155.9845125,true
Courtney Thompson,Courtney,Thompson,52.85276041,false
Jeanette Washington,Jeanette,Washington,291.525558,true
James Yates,James,Yates,224.8736142,true
Justin Knox MD,Justin,Knox,115.9751733,true
Melissa Thompson,Melissa,Thompson,200.8616238,true
Steven Lee,Steven,Lee,140.357855,true
Allison Fisher,Allison,Fisher,231.493857,true
Mark Phillips,Mark,Phillips,197.2517291,true
Elijah Harrison,Elijah,Harrison,151.5804694,true
Paul Farley,Paul,Farley,9.419976358,false
Jennifer Cole,Jennifer,Cole,47.39545601,false
Michael Tucker,Michael,Tucker,146.7478801,true
David Steele,David,Steele,276.1640965,true
Monica Hodges,Monica,Hodges,203.3130423,true
Scott Wallace,Scott,Wallace,23.24585982,false
Antonio Paul DDS,Antonio,Paul,93.39602908,false
Melissa Wright,Melissa,Wright,68.62696415,false
Stephanie Price,Stephanie,Price,27.22765203,false
Denise Kennedy,Denise,Kennedy,233.4665428,true
Melissa Walsh,Melissa,Walsh,177.8587959,true
Leslie Spence,Leslie,Spence,156.2011959,true
Dr. Rachel Walker,Rachel,Walker,144.4395327,true
Donald Horn,Donald,Horn,13.06347134,false
Christopher Rojas,Christopher,Rojas,94.08806986,false
Robert Crawford,Robert,Crawford,216.6530778,true
Larry Brown,Larry,Brown,174.1807324,true
Becky Swanson,Becky,Swanson,245.854615,true
Gary Howard,Gary,Howard,25.93975342,false
Christopher Marks,Christopher,Marks,111.8467919,true
Bonnie Alexander,Bonnie,Alexander,136.6295853,true
Brandon Stevens,Brandon,Stevens,77.20691708,false
Lori Guerra,Lori,Guerra,99.72772588,false
Michele Alvarado,Michele,Alvarado,243.9872024,true
Christine Lee,Christine,Lee,8.809339101,false
Jamie Fry,Jamie,Fry,159.7067216,true
Christopher Perez,Christopher,Perez,102.943584,true
Matthew Carter,Matthew,Carter,194.2873257,true
Jason Hunter,Jason,Hunter,78.76406316,false
Tyler Henry,Tyler,Henry,186.9624462,true
Tiffany Harris,Tiffany,Harris,17.69659156,false
Matthew Young MD,Matthew,Young,39.12254966,false
Juan Brewer,Juan,Brewer,152.9624792,true
Mark Riggs,Mark,Riggs,44.1758436,false
Brittany Stewart,Brittany,Stewart,273.5307309,true
Terry Davis,Terry,Davis,271.779368,true
Jessica Oneill,Jessica,Oneill,157.5131207,true
Kimberly Ortiz,Kimberly,Ortiz,55.25093947,false
Zoe Walls,Zoe,Walls,248.8666069,true
Sara Wallace,Sara,Wallace,155.8794176,true
Nicole Jenkins,Nicole,Jenkins,291.5121227,true
Austin Kelly,Austin,Kelly,85.87572125,false
Sarah Knox,Sarah,Knox,169.1586193,true
Alison Carroll,Alison,Carroll,115.3401313,true
Robert Buchanan,Robert,Buchanan,163.3260388,true
Penny Wilson,Penny,Wilson,178.7969799,true
Leslie Perez,Leslie,Perez,77.95375736,false
Brittney Marquez,Brittney,Marquez,149.1772445,true
Andrew Bird,Andrew,Bird,265.9158101,true
Maria Hughes,Maria,Hughes,12.57040265,false
Clayton Williams,Clayton,Williams,31.850547,false
Mary Pittman,Mary,Pittman,92.02540242,false
James Garner,James,Garner,81.96609867,false
Randy Middleton,Randy,Middleton,117.0928987,true
Alexis Gardner,Alexis,Gardner,83.35923458,false
Laurie Garner,Laurie,Garner,145.0603215,true
Danny Bush,Danny,Bush,111.9976845,true
Joseph Smith,Joseph,Smith,291.0800293,true
Edgar Armstrong,Edgar,Armstrong,185.9187088,true
Samantha Scott,Samantha,Scott,97.8742131,false
Troy Coleman,Troy,Coleman,74.57492247,false
Brian Young,Brian,Young,130.9974595,true
Timothy Perez,Timothy,Perez,113.6574668,true
Sierra Nguyen,Sierra,Nguyen,110.8481766,true
Cynthia Murphy,Cynthia,Murphy,296.0078137,true
Julie Diaz,Julie,Diaz,269.4894015,true
Andrew Silva,Andrew,Silva,46.15639765,false
Gary Costa,Gary,Costa,287.0365933,true
Jasmine Berg,Jasmine,Berg,127.1426355,true
Glenda Brown,Glenda,Brown,85.60391824,false
Jonathan Boone,Jonathan,Boone,172.4624408,true
Cynthia Jimenez,Cynthia,Jimenez,51.80996198,false
Cynthia Morgan,Cynthia,Morgan,283.3294115,true
Dwayne Browning,Dwayne,Browning,14.24525264,false
Brittany Lewis,Brittany,Lewis,150.9075783,true
Zachary Johnson,Zachary,Johnson,139.6464165,true
Kayla Wilson,Kayla,Wilson,48.84395071,false
Andrew Doyle,Andrew,Doyle,245.0864465,true
Jennifer Parks,Jennifer,Parks,12.79843948,false
Daniel Phelps MD,Daniel,Phelps,176.735085,true
Lindsey Quinn,Lindsey,Quinn,57.57356582,false
Brian Walker,Brian,Walker,34.96349578,false
Bradley Curry,Bradley,Curry,104.0291615,true
Roy Cohen,Roy,Cohen,148.4924569,true
David Black,David,Black,148.4850266,true
Julie Gonzales,Julie,Gonzales,275.8513843,true
Paula Williams,Paula,Williams,190.6605351,true
James Clark,James,Clark,117.5715047,true
Christopher Robinson,Christopher,Robinson,14.26584056,false
William Carr,William,Carr,85.40738917,false
Todd Dunlap,Todd,Dunlap,38.32006005,false
Kimberly Morales,Kimberly,Morales,206.4438618,true
Jesse Welch DDS,Jesse,Welch,267.5034898,true
Laura Leblanc,Laura,Leblanc,205.9617908,true
Susan Parker,Susan,Parker,7.389760853,false
Laurie Harris,Laurie,Harris,229.6976024,true
Natalie Lawrence,Natalie,Lawrence,86.76833663,false
Kara Hanson,Kara,Hanson,275.4377145,true
Joseph Walker,Joseph,Walker,135.4741342,true
Gregory Davis,Gregory,Davis,155.6667394,true
Paul Erickson,Paul,Erickson,192.4996457,true
Preston Holmes,Preston,Holmes,36.86205402,false
Joy Buck,Joy,Buck,40.94451902,false
Brian Sherman,Brian,Sherman,279.4530254,true
Brandon Davis,Brandon,Davis,17.82461557,false
Patricia Hamilton,Patricia,Hamilton,63.2328385,false
Shawn Garcia,Shawn,Garcia,227.491116,true
William Stone,William,Stone,48.99103482,false
Brian Cunningham,Brian,Cunningham,294.7646142,true
Shawn Norman,Shawn,Norman,113.8520429,true
Evan Ibarra,Evan,Ibarra,32.32820193,false
Logan Porter,Logan,Porter,157.574472,true
Kerry Gibson,Kerry,Gibson,216.9486908,true
Christine Parsons,Christine,Parsons,232.117075,true
Erica Chung,Erica,Chung,204.1409177,true
Alan Collins,Alan,Collins,29.58632408,false
John Robinson,John,Robinson,60.37353075,false
Monique Santos,Monique,Santos,82.08256587,false
Nicole Mason,Nicole,Mason,190.2387349,true
Michael Knight,Michael,Knight,238.7576833,true
John Bishop,John,Bishop,18.29168554,false
Christopher Odom,Christopher,Odom,282.9931871,true
Michael Walker,Michael,Walker,149.8428493,true
Crystal Wall,Crystal,Wall,187.5868027,true
Christian Ramirez,Christian,Ramirez,258.4106206,true
Kevin Rowland,Kevin,Rowland,185.6410425,true
Candice Mcintosh,Candice,Mcintosh,266.2706673,true
Leslie Hoffman,Leslie,Hoffman,282.0595113,true
James Johnson,James,Johnson,263.3739193,true
Jennifer Shepherd,Jennifer,Shepherd,183.9723914,true
Susan Tucker,Susan,Tucker,187.4994162,true
Michele Harvey,Michele,Harvey,271.0984188,true
Teresa Collins,Teresa,Collins,186.971541,true
Jonathan Leblanc,Jonathan,Leblanc,128.2066648,true
Stephanie Morgan,Stephanie,Morgan,209.8417398,true
Michael Duran,Michael,Duran,67.48301306,false
