name,first_name,last_name,price,above_100
Christopher Hines,Christopher,Hines,46.55435299,false
Richard Wright,Richard,Wright,208.3596969,true
Michael Brown,Michael,Brown,278.5230886,true
Nathan Yu,Nathan,Yu,134.1895098,true
Cameron Ford,Cameron,Ford,248.8921382,true
Carla Hayes,Carla,Hayes,265.3745759,true
Marissa Matthews,Marissa,Matthews,136.0925777,true
Dr. Samuel Thompson,Samuel,Thompson,237.1592416,true
Gary Figueroa,Gary,Figueroa,168.9447684,true
Michael West,Michael,West,146.8886849,true
Martin Walton,Martin,Walton,140.3400576,true
Zachary Lee,Zachary,Lee,8.667301583,false
Christopher Stephenson,Christopher,Stephenson,67.01185633,false
Eric Ortiz,Eric,Ortiz,117.7242458,true
Kara Pittman,Kara,Pittman,56.23964364,false
Andrew Cowan,Andrew,Cowan,295.9391812,true
Rhonda Moss DDS,Rhonda,Moss,259.0397505,true
Sarah Williams,Sarah,Williams,92.82627714,false
Carolyn Collins,Carolyn,Collins,236.2472888,true
Larry Mooney,Larry,Mooney,135.2701794,true
Laura Livingston,Laura,Livingston,294.2580699,true
Candace Mckenzie,Candace,Mckenzie,84.58145758,false
Candace Wallace,Candace,Wallace,124.7464543,true
Jason White,Jason,White,218.4318041,true
Patricia Reynolds,Patricia,Reynolds,89.01176826,false
Michael Ellison,Michael,Ellison,244.4717106,true
Melissa Robles,Melissa,Robles,238.4560967,true
Heidi Fry,Heidi,Fry,109.6264717,true
James Smith,James,Smith,163.9573856,true
Charles Ruiz,Charles,Ruiz,48.45811847,false
Stephanie Green DDS,Stephanie,Green,9.144974191,false
Stacey Garcia,Stacey,Garcia,106.6192039,true
Glenda Burke,Glenda,Burke,206.3635063,true
Zachary Alvarez,Zachary,Alvarez,104.052369,true
Rachel Shaw,Rachel,Shaw,2.448211506,false
Carmen Beard,Carmen,Beard,269.623685,true
Tony Daniels,Tony,Daniels,186.9035775,true
Randy Mora,Randy,Mora,70.74105982,false
George Aguirre,George,Aguirre,128.9497508,true
James Miller,James,Miller,297.0405639,true
Jacqueline Williams,Jacqueline,Williams,17.30622156,false
April Taylor,April,Taylor,121.2898903,true
Robert Johnson,Robert,Johnson,131.6237779,true
Gary White,Gary,White,280.9706506,true
Kim Lowe,Kim,Lowe,192.7758756,true
Samantha Jones,Samantha,Jones,136.3415564,true
Randy Lozano,Randy,Lozano,16.30104965,false
Arthur Chavez,Arthur,Chavez,6.903795238,false
Melissa Miller,Melissa,Miller,162.6066945,true
Leslie Mccormick,Leslie,Mccormick,282.5021066,true
Carlos Rubio,Carlos,Rubio,63.21802404,false
David York,David,York,86.53219266,false
Gabriella Anthony,Gabriella,Anthony,7.638645405,false
Olivia Poole,Olivia,Poole,117.854172,true
Wayne Wilson,Wayne,Wilson,74.67047228,false
Elizabeth Moore,Elizabeth,Moore,267.3988136,true
Janice Campbell,Janice,Campbell,33.4533981,false
Julie Johnson,Julie,Johnson,63.64156782,false
Misty Cantrell,Misty,Cantrell,189.0392091,true
Robert Soto,Robert,Soto,109.0138357,true
Brenda Cowan,Brenda,Cowan,60.84957659,false
Kelly Guerrero,Kelly,Guerrero,259.5112157,true
David Nichols,David,Nichols,19.48524858,false
Kayla Taylor,Kayla,Taylor,186.2356283,true
Antonio Garcia,Antonio,Garcia,125.4772126,true
Tyler Cisneros,Tyler,Cisneros,186.5898295,true
Jillian Crawford,Jillian,Crawford,158.8172773,true
Karl Pierce,Karl,Pierce,132.7746811,true
Joann Taylor,Joann,Taylor,276.9621962,true
Jennifer Jenkins,Jennifer,Jenkins,59.12858208,false
Nancy Brown,Nancy,Brown,78.87073418,false
Emma Munoz,Emma,Munoz,120.8428757,true
Shawn Galloway,Shawn,Galloway,141.0298622,true
Melissa Mcguire,Melissa,Mcguire,213.0821204,true
Bryan Chavez,Bryan,Chavez,125.396156,true
Fernando Salazar,Fernando,Salazar,256.1537305,true
Megan Moore,Megan,Moore,251.3477985,true
Robert Williams,Robert,Williams,175.209725,true
Dennis Sanford,Dennis,Sanford,29.45043264,false
Kimberly Herrera,Kimberly,Herrera,154.8076505,true
Gloria Potts,Gloria,Potts,289.1049353,true
Suzanne Barnett,Suzanne,Barnett,8.470995351,false
Leah Myers,Leah,Myers,44.5579739,false
Kylie Thomas,Kylie,Thomas,13.45341602,false
Amanda Murphy,Amanda,Murphy,50.55321552,false
Christopher Matthews,Christopher,Matthews,282.3634971,true
Nicole Parks,Nicole,Parks,52.28399767,false
Bobby Martin,Bobby,Martin,205.4899695,true
Kevin Chambers,Kevin,Chambers,121.1711016,true
Kimberly Lawson,Kimberly,Lawson,250.2880742,true
Rachel Lopez,Rachel,Lopez,101.8881123,true
Christopher Clay,Christopher,Clay,219.3845088,true
Daniel Martin,Daniel,Martin,.30019336,false
William Taylor,William,Taylor,66.55747014,false
Steven Johnson,Steven,Johnson,111.293282,true
Daniel Miller,Daniel,Miller,80.57756789,false
Taylor Bryant,Taylor,Bryant,187.6315408,true
Lauren Jones,Lauren,Jones,194.7926312,true
Lindsey Robertson,Lindsey,Robertson,22.73764686,false
Allison Thomas,Allison,Thomas,168.3334975,true
Vernon Bishop,Vernon,Bishop,216.1870446,true
Susan Parsons,Susan,Parsons,132.918526,true
Brady Snyder,Brady,Snyder,210.3960863,true
Brent Mcgrath,Brent,Mcgrath,174.6983567,true
Peter Smith,Peter,Smith,278.6080181,true
Deborah Fox,Deborah,Fox,248.1228234,true
Heather Collins,Heather,Collins,147.4274074,true
Phillip Meyers,Phillip,Meyers,102.7977472,true
Nicholas Hubbard,Nicholas,Hubbard,275.4008364,true
Misty Ramirez,Misty,Ramirez,62.31681444,false
Scott Johnson,Scott,Johnson,85.87388958,false
Jay Nixon,Jay,Nixon,253.4674787,true
Tony Hall,Tony,Hall,61.19716522,false
Taylor Smith,Taylor,Smith,41.49264584,false
Mark Reynolds,Mark,Reynolds,70.49794436,false
Marilyn Christensen,Marilyn,Christensen,155.4854533,true
Denise Atkins,Denise,Atkins,185.451601,true
Melissa Gonzales,Melissa,Gonzales,228.0025997,true
Henry Hoffman,Henry,Hoffman,229.6628876,true
Daisy Davenport,Daisy,Davenport,59.52753518,false
Christopher Paul,Christopher,Paul,122.7131699,true
Kevin Craig,Kevin,Craig,148.2010516,true
Natalie Coleman,Natalie,Coleman,122.1440452,true
Jeremy Strickland,Jeremy,Strickland,130.8435662,true
Gary Bonilla,Gary,Bonilla,162.6152534,true
Amanda Richards,Amanda,Richards,236.5957164,true
Heidi Perez,Heidi,Perez,245.1757228,true
Robert Johnson,Robert,Johnson,174.6922346,true
Gary Mills,Gary,Mills,183.8363212,true
Chelsea Caldwell,Chelsea,Caldwell,16.12083718,false
John Frye,John,Frye,223.2774175,true
Michael Strong,Michael,Strong,220.4122322,true
Christopher Delgado,Christopher,Delgado,85.78279752,false
Whitney Wallace,Whitney,Wallace,253.4556183,true
Rebecca Martinez,Rebecca,Martinez,59.68320226,false
Marissa Mccoy,Marissa,Mccoy,116.9634653,true
Ricky Kerr,Ricky,Kerr,38.99584409,false
Anna Campbell,Anna,Campbell,249.9213404,true
Marie Walters,Marie,Walters,73.38808729,false
Robert Martin,Robert,Martin,38.22288302,false
Marc Davis,Marc,Davis,162.2802619,true
James Dixon,James,Dixon,159.3794328,true
Vicki Ramirez,Vicki,Ramirez,186.1602427,true
Krista Campbell,Krista,Campbell,161.2338436,true
Lauren Patterson,Lauren,Patterson,170.2123273,true
Megan Clark,Megan,Clark,290.2581556,true
Judy Zimmerman,Judy,Zimmerman,219.5888255,true
Joseph Williams MD,Joseph,Williams,210.7841859,true
Lori Acevedo,Lori,Acevedo,210.6602899,true
William Taylor,William,Taylor,275.6331763,true
Dawn Snyder,Dawn,Snyder,248.9840417,true
Jennifer Simmons,Jennifer,Simmons,80.68353707,false
Alyssa Nunez,Alyssa,Nunez,163.8009002,true
Robert Black,Robert,Black,63.92800482,false
Julia Young,Julia,Young,239.2396683,true
Melinda Barnes,Melinda,Barnes,227.2506352,true
Mr. Brett Armstrong,Brett,Armstrong,154.1341836,true
Erik Stevenson,Erik,Stevenson,246.0040722,true
Daniel George,Daniel,George,34.80089308,false
Lindsey Jones,Lindsey,Jones,197.7020395,true
Virginia Lopez,Virginia,Lopez,227.4255915,true
Andrew Brown,Andrew,Brown,92.88318049,false
Donna Lowery,Donna,Lowery,264.8326094,true
Alexis Andrade,Alexis,Andrade,6.313985183,false
Alyssa Pierce,Alyssa,Pierce,47.74032516,false
Tara Johnson,Tara,Johnson,38.26768696,false
Michael Brady,Michael,Brady,162.0594322,true
James Rhodes,James,Rhodes,51.92414009,false
Pamela Scott,Pamela,Scott,42.43333392,false
Martin Ward,Martin,Ward,170.9498248,true
Kristina Hernandez,Kristina,Hernandez,107.6915718,true
Robert Bush,Robert,Bush,87.18004191,false
Rebecca Larson,Rebecca,Larson,214.3895725,true
Brittany Watson,Brittany,Watson,190.520018,true
Ryan Ramirez,Ryan,Ramirez,249.7287913,true
Edward Burns,Edward,Burns,87.64996993,false
John Prince,John,Prince,31.73842034,false
Ashley Boyer,Ashley,Boyer,107.6625992,true
James Dean,James,Dean,61.6954542,false
Natalie Gordon,Natalie,Gordon,268.2800094,true
Ryan Smith,Ryan,Smith,136.207813,true
Stephen Thompson,Stephen,Thompson,54.29639714,false
William Delgado,William,Delgado,96.25442517,false
Brian Johnson,Brian,Johnson,124.929208,true
James Patel,James,Patel,216.6056429,true
Allen Rogers,Allen,Rogers,145.4342467,true
Aimee Reyes,Aimee,Reyes,277.6656815,true
Susan Williams,Susan,Williams,255.2153532,true
Edward Griffin,Edward,Griffin,108.6205222,true
Debra Baker,Debra,Baker,296.5003089,true
Yvette Kramer,Yvette,Kramer,279.9371174,true
Alyssa Williams DVM,Alyssa,Williams,270.8972241,true
John Cunningham,John,Cunningham,173.0242833,true
Dana Gilbert,Dana,Gilbert,86.51917139,false
Stephen Henry,Stephen,Henry,146.1515578,true
Bradley James,Bradley,James,137.9824935,true
Melinda Peters,Melinda,Peters,16.83003044,false
Robert Goodman,Robert,Goodman,213.5423984,true
Leslie Moore,Leslie,Moore,195.9630799,true
Sarah Gray,Sarah,Gray,270.7947288,true
Amy Haynes,Amy,Haynes,258.5062773,true
Gary Dean,Gary,Dean,184.425152,true
Jonathan Duran,Jonathan,Duran,224.5361417,true
Elizabeth Ruiz,Elizabeth,Ruiz,124.6694495,true
Caitlin Lewis,Caitlin,Lewis,196.3598959,true
Micheal Blackburn,Micheal,Blackburn,10.44317525,false
Sheryl Mccarthy,Sheryl,Mccarthy,159.9519731,true
Lisa Smith,Lisa,Smith,150.9122679,true
Jared Juarez,Jared,Juarez,247.5606457,true
Brett Castro,Brett,Castro,217.3328585,true
Jessica Murray,Jessica,Murray,175.3022184,true
Austin Coffey,Austin,Coffey,16.25913962,false
Shelly Jacobs,Shelly,Jacobs,3.856762052,false
Elizabeth Logan,Elizabeth,Logan,298.7423281,true
Cody Anderson,Cody,Anderson,128.0814967,true
Kayla Wood,Kayla,Wood,256.052876,true
Paul Singh DDS,Paul,Singh,157.9636169,true
James Mays,James,Mays,245.2433072,true
Thomas Moore,Thomas,Moore,244.5914982,true
Linda Pacheco,Linda,Pacheco,299.604007,true
Jenny Clark,Jenny,Clark,66.32311808,false
Patrick Guzman,Patrick,Guzman,223.4965981,true
Mr. Scott Peters,Scott,Peters,229.487331,true
John Stevenson,John,Stevenson,23.09927229,false
Kristina Brooks,Kristina,Brooks,154.6805826,true
Nancy Aguilar,Nancy,Aguilar,63.38787527,false
Robert Brown,Robert,Brown,132.7329536,true
Jessica Williams,Jessica,Williams,255.9581577,true
David Brown,David,Brown,290.5944806,true
Dorothy Munoz,Dorothy,Munoz,242.56454,true
Jason Lawson,Jason,Lawson,76.09246622,false
James Hall,James,Hall,167.9698314,true
Patricia Carpenter,Patricia,Carpenter,46.08147123,false
Jeff Cardenas,Jeff,Cardenas,64.36052627,false
Michelle Johnson,Michelle,Johnson,19.18945036,false
Frank Madden,Frank,Madden,17.34021424,false
George Tanner,George,Tanner,291.4292653,true
Dylan Johnson,Dylan,Johnson,40.65328581,false
Pamela King,Pamela,King,282.4817647,true
Jesse Frazier,Jesse,Frazier,95.66568525,false
Edward Russell,Edward,Russell,103.2235913,true
Diana Mcdonald,Diana,Mcdonald,183.096436,true
Randy Dawson,Randy,Dawson,192.1441514,true
Jasmine Williams,Jasmine,Williams,286.1692336,true
Robert Smith,Robert,Smith,124.219007,true
Sara Young,Sara,Young,183.9944858,true
Samantha Gonzalez,Samantha,Gonzalez,205.5899257,true
Christina Torres,Christina,Torres,286.2681619,true
Maria Bailey,Maria,Bailey,141.9076294,true
Charles Bartlett,Charles,Bartlett,94.22658657,false
Natalie Parker,Natalie,Parker,238.0161589,true
Paula Hernandez DDS,Paula,Hernandez,48.88381678,false
Jessica Jenkins,Jessica,Jenkins,14.94777896,false
Drew Henson,Drew,Henson,223.0761309,true
Michael Davis,Michael,Davis,17.98090899,false
Ian Ramos,Ian,Ramos,23.68465648,false
Anna Wright,Anna,Wright,235.5824596,true
Ashley Anderson,Ashley,Anderson,74.40865878,false
Jennifer Wright,Jennifer,Wright,298.1278773,true
Nicole Lopez,Nicole,Lopez,67.72888616,false
Tara Ellis,Tara,Ellis,21.92761435,false
Hannah Elliott,Hannah,Elliott,42.35003061,false
Gavin Rodriguez,Gavin,Rodriguez,116.3664242,true
Johnny Jackson,Johnny,Jackson,291.5968901,true
Martin Garrett,Martin,Garrett,147.0670556,true
Terri Hayes,Terri,Hayes,167.3609673,true
Adam Huang,Adam,Huang,260.8409357,true
Carolyn Garner,Carolyn,Garner,104.4106535,true
Lisa Lee,Lisa,Lee,130.2202511,true
Rodney Escobar,Rodney,Escobar,8.711600244,false
Michael Johnson,Michael,Johnson,144.5450063,true
Michelle Carter DVM,Michelle,Carter,55.94822858,false
John Dunn,John,Dunn,81.5436983,false
Terry Pierce,Terry,Pierce,297.8661824,true
David Buck,David,Buck,258.7910904,true
Jennifer Newman,Jennifer,Newman,149.3096363,true
Cynthia Lee,Cynthia,Lee,246.5934196,true
Sylvia Clark,Sylvia,Clark,299.5252351,true
Joseph Taylor,Joseph,Taylor,86.08285036,false
Kathleen Barton,Kathleen,Barton,37.4218087,false
Michael Harris Jr.,Michael,Harris,52.86340979,false
Eric Benson,Eric,Benson,172.1967218,true
Curtis Butler,Curtis,Butler,44.51322087,false
Brittany Le,Brittany,Le,51.04878875,false
Jeremiah Sims,Jeremiah,Sims,101.161794,true
David Davis,David,Davis,290.4227547,true
Tiffany Bond,Tiffany,Bond,181.4895479,true
Patricia Chen,Patricia,Chen,61.60059465,false
William Crawford,William,Crawford,181.7603749,true
Christina Roberts,Christina,Roberts,29.28680092,false
Jerome Scott,Jerome,Scott,232.1441336,true
Jeffery Walker,Jeffery,Walker,272.0840276,true
Todd Alvarez,Todd,Alvarez,212.1733632,true
John Henry,John,Henry,223.9911858,true
James Miles,James,Miles,156.3675778,true
Michael Downs,Michael,Downs,31.19720611,false
Kayla Wheeler,Kayla,Wheeler,6.095911005,false
Charles Martin,Charles,Martin,161.2752287,true
Harold Bennett,Harold,Bennett,135.042355,true
Michael Swanson,Michael,Swanson,200.3923528,true
Janet Mcdonald,Janet,Mcdonald,79.80353707,false
Brett Willis,Brett,Willis,244.4064115,true
Jacob Smith,Jacob,Smith,27.92322882,false
Alexa Webb,Alexa,Webb,167.5688585,true
Louis Klein,Louis,Klein,40.12200004,false
Tony Yu,Tony,Yu,15.74238645,false
Lisa Goodman,Lisa,Goodman,121.0784096,true
Kimberly Hernandez,Kimberly,Hernandez,36.97352302,false
Phillip Friedman,Phillip,Friedman,145.8418308,true
Brian Lam,Brian,Lam,2.900394487,false
Kristin Wilkins,Kristin,Wilkins,251.8510287,true
Joshua Lynch,Joshua,Lynch,188.878111,true
Blake Mclaughlin,Blake,Mclaughlin,276.6512157,true
Billy Olsen,Billy,Olsen,10.00480704,false
Shawn Brock,Shawn,Brock,179.6158086,true
Danielle Jones,Danielle,Jones,222.6952076,true
Jim Gomez,Jim,Gomez,60.12919733,false
Sabrina Henderson,Sabrina,Henderson,178.7453853,true
David Pennington,David,Pennington,245.3184012,true
Deborah Williams,Deborah,Williams,137.015971,true
Stephanie Bowman,Stephanie,Bowman,227.0047204,true
Joseph Frazier,Joseph,Frazier,176.4533023,true
Ryan Mclaughlin,Ryan,Mclaughlin,249.864376,true
Tony Hall,Tony,Hall,135.8550959,true
Timothy Martin,Timothy,Martin,289.2653637,true
John Obrien,John,Obrien,261.8481216,true
Barbara Johnson,Barbara,Johnson,53.80589508,false
Brandon Marshall,Brandon,Marshall,139.8477827,true
Carrie Miller,Carrie,Miller,11.55550873,false
Samantha Dean,Samantha,Dean,261.6193407,true
Jamie Wilson,Jamie,Wilson,87.74932378,false
Carlos Acosta,Carlos,Acosta,236.6035296,true
Amy Bennett,Amy,Bennett,228.7494578,true
Dominique Wells,Dominique,Wells,116.6435954,true
Sarah Bright,Sarah,Bright,237.5160783,true
Michael Barton,Michael,Barton,111.5883392,true
Rebecca Anderson,Rebecca,Anderson,172.3062642,true
Megan Riggs,Megan,Riggs,31.41542458,false
Whitney Andrews,Whitney,Andrews,44.1176993,false
Catherine Jones,Catherine,Jones,127.0135122,true
William Andrews,William,Andrews,236.2180763,true
Kathleen Edwards,Kathleen,Edwards,158.3239538,true
Roger Frost,Roger,Frost,220.4688874,true
Justin Johnson,Justin,Johnson,255.8491608,true
Valerie Young,Valerie,Young,265.1702577,true
Samantha Perez,Samantha,Perez,239.9469797,true
Devin Allen,Devin,Allen,72.15833791,false
Stephanie Little,Stephanie,Little,238.9238728,true
Melanie Miller,Melanie,Miller,27.5070475,false
Erica Beck,Erica,Beck,2.408526397,false
Toni Dunn,Toni,Dunn,168.373362,true
Eric Dunn,Eric,Dunn,211.8975891,true
David Jackson,David,Jackson,169.3550529,true
Melanie Gates,Melanie,Gates,94.66629008,false
Heather Pierce,Heather,Pierce,17.41061969,false
Jordan Lewis,Jordan,Lewis,153.0146174,true
Michele Johnson,Michele,Johnson,255.7149801,true
Samantha Ryan,Samantha,Ryan,249.4925261,true
Christopher Hudson,Christopher,Hudson,201.9997518,true
Zachary Williams,Zachary,Williams,106.5992164,true
Donna Davis,Donna,Davis,66.72879991,false
Jordan Erickson,Jordan,Erickson,237.7720748,true
Christopher Nolan,Christopher,Nolan,88.7427826,false
Evelyn Hanna,Evelyn,Hanna,11.36458787,false
Jason Johnson,Jason,Johnson,250.2314702,true
Barbara Caldwell,Barbara,Caldwell,224.7115849,true
Ronald Huff,Ronald,Huff,7.220543464,false
Holly Norris,Holly,Norris,216.2305109,true
Derrick Carter,Derrick,Carter,11.83791299,false
Kenneth Golden,Kenneth,Golden,285.8508169,true
Grace Edwards,Grace,Edwards,70.08655795,false
Jonathan Rios,Jonathan,Rios,57.71259736,false
Mackenzie Miller,Mackenzie,Miller,265.5941732,true
Tammy Taylor,Tammy,Taylor,138.8559857,true
Reginald King,Reginald,King,207.3305606,true
Matthew Fletcher,Matthew,Fletcher,130.5591612,true
Elizabeth Jordan,Elizabeth,Jordan,177.7124355,true
Sally Santiago,Sally,Santiago,45.11902986,false
James Johnson,James,Johnson,12.89573538,false
Jason Saunders,Jason,Saunders,242.8437386,true
Carol Hernandez,Carol,Hernandez,4.624370641,false
Kendra Dawson,Kendra,Dawson,291.5212704,true
James Hess DDS,James,Hess,58.42698092,false
Michael Stokes,Michael,Stokes,25.51886602,false
Jeffrey Martinez,Jeffrey,Martinez,147.6903791,true
Joseph Bell,Joseph,Bell,102.9874282,true
Pamela Black,Pamela,Black,140.719389,true
Robert Jordan,Robert,Jordan,100.4711011,true
Kathy Baker,Kathy,Baker,263.5511899,true
Brian Bailey,Brian,Bailey,115.3628316,true
Mitchell Clark,Mitchell,Clark,190.2857937,true
Kelly Mcintyre,Kelly,Mcintyre,168.7344269,true
Susan Ali,Susan,Ali,260.5821259,true
Latoya Gonzales,Latoya,Gonzales,205.0424222,true
Olivia Mayo,Olivia,Mayo,251.5393163,true
Thomas Anderson,Thomas,Anderson,221.0320214,true
Todd Jennings,Todd,Jennings,182.3938507,true
Paul Dixon,Paul,Dixon,22.25760841,false
Julie Torres,Julie,Torres,130.6787559,true
James Miller,James,Miller,202.2296492,true
John Howard,John,Howard,80.73869922,false
Anne Savage,Anne,Savage,134.0405497,true
Richard Wilson,Richard,Wilson,226.8917134,true
Mrs. Amber Esparza,Amber,Esparza,187.5777824,true
